!
!
# Shaft  g  6
# Hole   H  7
!
Key                A_9      A_10      A_11      A_12      A_13      B_8      B_9      B_10      B_11      B_12      B_13      C_8      C_9      C_10      C_11      C_12      C_13      CD_6     CD_7     CD_8      CD_9      CD_10     D_6      D_7      D_8       D_9       D_10      D_11       D_12       D_13      E_5       E_6       E_7       E_8       E_9      E_10      EF_3     EF_4     EF_5      EF_6      EF_7       EF_8      EF_9      EF_10     F_3      F_4      F_5       F_6       F_7       F_8       F_9       F_10      FG_3     FG_4     FG_5      FG_6      FG_7       FG_8       FG_9       FG_10     G_3      G_4      G_5      G_6      G_7      G_8      G_9      G_10      H_1      H_2      H_3      H_4      H_5     H_6     H_7     H_8     H_9     H_10     H_11     H_12     H_13     H_14     H_15     H_16     H_17     H_18      JS_1      JS_2      JS_3      JS_4      JS_5     JS_6     JS_7     JS_8     JS_9     JS_10     JS_11     JS_12     JS_13     JS_14     JS_15     JS_16     JS_17     JS_18     J_6      J_7      J_8      J_9        K_3      K_4      K_5      K_6      K_7      K_8     K_9      K_10      M_3      M_4      M_5      M_6      M_7      M_8      M_9      M_10      N_3      N_4      N_5      N_6      N_7      N_8      N_9      N_10      N_11      P_3      P_4      P_5      P_6      P_7      P_8      P_9     P_10      R_3      R_4      R_5      R_6      R_7      R_8      R_9      R_10      S_3      S_4     S_5      S_6      S_7      S_8      S_9      S_10      T_5     T_6     T_7      T_8       U_5      U_6      U_7      U_8      U_9      U_10      V_5      V_6      V_7      V_8       X_5      X_6      X_7      X_8      X_9      X_10      Y_6      Y_7      Y_8      Y_9      Y_10      Z_6       Z_7      Z_8      Z_9      Z_10     Z_11      ZA_6      ZA_7      ZA_8      ZA_9      ZA_10      ZA_11     ZB_7      ZB_8     ZB_9      ZB_10      ZB_11     ZC_7      ZC_8      ZC_9      ZC_10      ZC_11     a_9      a_10      a_11      a_12      a_13      b_8      b_9      b_10      b_11      b_12      b_13      c_8      c_9      c_10      c_11      c_12      cd_5      cd_6      cd_7      cd_8      cd_9      cd_10     d_5      d_6      d_7      d_8      d_9      d_10      d_11      d_12      d_13      e_5      e_6     e_7     e_8      e_9      e_10      ef_3      ef_4      ef_5      ef_6      ef_7      ef_8      ef_9      ef_10     f_3      f_4      f_5      f_6      f_7      f_8      f_9      f_10      fg_3      fg_4      fg_5      fg_6      fg_7      fg_8     fg_9      fg_10     g_3      g_4      g_5      g_6      g_7      g_8      g_9      g_10      h_1      h_2      h_3      h_4      h_5     h_6     h_7     h_8     h_9     h_10     h_11     h_12     h_13     h_14     h_15     h_16     h_17     h_18      js_1      js_2      js_3      js_4      js_5      js_6      js_7      js_8      js_9      js_10      js_11      js_12      js_13      js_14      js_15      js_16      js_17      js_18     j_5      j_6      j_7      j_8       k_3     k_4     k_5      k_6      k_7     k_8     k_9      k_10     k_11     k_12     k_13      m_3      m_4      m_5      m_6      m_7      m_8      m_9       n_3      n_4      n_5      n_6      n_7      n_8      n_9       p_3      p_4      p_5      p_6      p_7      p_8      p_9      p_10      r_3      r_4      r_5      r_6      r_7      r_8      r_9      r_10      s_3      s_4      s_5      s_6      s_7      s_8      s_9      s_10      t_5      t_6      t_7      t_8       u_5      u_6      u_7      u_8      u_9       v_5      v_6      v_7      v_8       x_5      x_6      x_7      x_8       x_9      x_10      y_6      y_7      y_8      y_9      y_10      z_6      z_7      z_8      z_9      z_10      z_11      za_6      za_7      za_8      za_9      za_10      za_11     zb_7      zb_8      zb_9      zb_10      zb_11     zc_7      zc_8      zc_9      zc_10      zc_11
Basic size(mm)
0~1                E        E         E         E         E         E        E        E         E         E         E         0.074    0.085    0.100     0.120     0.160     0.200     0.040    0.044    0.048     0.059     0.074     0.026    0.030    0.034     0.045     0.060     0.080      0.120      0.160     0.018     0.020     0.024     0.028     0.039    0.054     0.012    0.013    0.014     0.016     0.020      0.024     0.035     0.050     0.008    0.009    0.010     0.012     0.016     0.020     0.031     0.046     0.006    0.007    0.008     0.010     0.014      0.018      0.029      0.044     0.004    0.005    0.006    0.008    0.012    0.016    0.027    0.042     0.0008   0.0012   0.002    0.003    0.004   0.006   0.010   0.014   0.025   0.040    0.060    0.100    0.140    E        E        E        E        E         0.0004    0.0006    0.001     0.0015    0.002    0.003    0.005    0.007    0.0125   0.020     0.030     0.050     0.070     E         E         E         E         E         0.002    0.004    0.006    0.0125     0        0        0        0        0        0       0        0        -0.002   -0.002   -0.002   -0.002   -0.002   -0.002   -0.002   -0.002    -0.004   -0.004   -0.004   -0.004   -0.004   -0.004    E        E         E        -0.006   -0.006   -0.006   -0.006   -0.006   -0.006   -0.006  -0.006    -0.010   -0.010   -0.010   -0.010   -0.010   -0.010   -0.010   -0.010    -0.014   -0.014  -0.014   -0.014   -0.014   -0.014   -0.014   -0.014     E       E       E        E        -0.018   -0.018   -0.018   -0.018   -0.018   -0.018     E        E        E        E        -0.020   -0.020   -0.020   -0.020   -0.020   -0.020     E        E        E        E        E        -0.026    -0.026   -0.026   -0.026   -0.026   -0.026    -0.032    -0.032    -0.032    -0.032    -0.032     -0.032    -0.040    -0.040   -0.040    -0.040     -0.040    -0.060    -0.060    -0.060    -0.060     -0.060     E        E         E         E         E         E        E        E         E         E         E        -0.060   -0.060   -0.060    -0.060    -0.060    -0.034    -0.034    -0.034    -0.034    -0.034    -0.034    -0.020   -0.020   -0.020   -0.020   -0.020   -0.020    -0.020    -0.020    -0.020    -0.014   -0.014  -0.014  -0.014   -0.014   -0.014    -0.010    -0.010    -0.010    -0.010    -0.010    -0.010    -0.010    -0.010    -0.006   -0.006   -0.006   -0.006   -0.006   -0.006   -0.006   -0.006    -0.004    -0.004    -0.004    -0.004    -0.004    -0.004   -0.004    -0.004    -0.002   -0.002   -0.002   -0.002   -0.002   -0.002   -0.002   -0.002     0        0        0        0        0       0       0       0       0       0        0        0        0        E        E        E        E        E         0.0004    0.0006    0.001     0.0015    0.002     0.003     0.005     0.007     0.0125    0.020      0.030      0.050      0.070      E          E          E          E          E         0.002    0.004    0.006    0.008     0.002   0.003   0.004    0.006    0.010   0.014   0.025    0.040    0.060    0.100    0.140     0.004    0.005    0.006    0.008    0.012    0.016    0.027     0.006    0.007    0.008    0.010    0.014    0.018    0.029     0.008    0.009    0.010    0.012    0.016    0.020    0.031    0.046     0.012    0.013    0.014    0.016    0.020    0.024    0.035    0.050     0.016    0.017    0.018    0.020    0.024    0.028    0.039    0.054     E        E        E        E         0.022    0.024    0.028    0.032    0.043     E        E        E        E         0.024    0.026    0.030    0.034     0.045    0.060     E        E        E        E        E         0.032    0.036    0.040    0.051    0.066     0.086     0.038     0.042     0.046     0.057     0.072      0.092     0.050     0.054     0.065     0.080      0.100     0.070     0.074     0.085     0.100      0.120
0~1                E        E         E         E         E         E        E        E         E         E         E         0.060    0.060    0.060     0.060     0.060     0.060     0.034    0.034    0.034     0.034     0.034     0.020    0.020    0.020     0.020     0.020     0.020      0.020      0.020     0.014     0.014     0.014     0.014     0.014    0.014     0.010    0.010    0.010     0.010     0.010      0.010     0.010     0.010     0.006    0.006    0.006     0.006     0.006     0.006     0.006     0.006     0.004    0.004    0.004     0.004     0.004      0.004      0.004      0.004     0.002    0.002    0.002    0.002    0.002    0.002    0.002    0.002     0        0        0        0        0       0       0       0       0       0        0        0        0        E        E        E        E        E        -0.0004   -0.0006   -0.001    -0.0015   -0.002   -0.003   -0.005   -0.007   -0.0125  -0.020    -0.030    -0.050    -0.070     E         E         E         E         E        -0.004   -0.006   -0.008   -0.0125    -0.002   -0.003   -0.004   -0.006   -0.010   -0.014  -0.025   -0.040    -0.004   -0.005   -0.006   -0.008   -0.012   -0.016   -0.027   -0.042    -0.006   -0.007   -0.008   -0.010   -0.014   -0.018    E        E         E        -0.008   -0.009   -0.010   -0.012   -0.016   -0.020   -0.031  -0.046    -0.012   -0.013   -0.014   -0.016   -0.020   -0.024   -0.035   -0.050    -0.016   -0.017  -0.018   -0.020   -0.024   -0.028   -0.039   -0.054     E       E       E        E        -0.022   -0.024   -0.028   -0.032   -0.043   -0.058     E        E        E        E        -0.024   -0.026   -0.030   -0.034   -0.045   -0.060     E        E        E        E        E        -0.032    -0.036   -0.040   -0.051   -0.066   -0.086    -0.038    -0.042    -0.046    -0.057    -0.072     -0.092    -0.050    -0.054   -0.065    -0.080     -0.100    -0.070    -0.074    -0.085    -0.100     -0.120     E        E         E         E         E         E        E        E         E         E         E        -0.074   -0.085   -0.100    -0.120    -0.160    -0.038    -0.040    -0.044    -0.048    -0.059    -0.074    -0.024   -0.026   -0.030   -0.034   -0.045   -0.060    -0.080    -0.120    -0.160    -0.018   -0.020  -0.024  -0.028   -0.039   -0.054    -0.012    -0.013    -0.014    -0.016    -0.020    -0.024    -0.035    -0.050    -0.008   -0.009   -0.010   -0.012   -0.016   -0.020   -0.031   -0.046    -0.006    -0.007    -0.008    -0.010    -0.014    -0.018   -0.029    -0.044    -0.004   -0.005   -0.006   -0.008   -0.012   -0.016   -0.027   -0.042    -0.0008  -0.0012  -0.002   -0.003   -0.004  -0.006  -0.010  -0.014  -0.025  -0.040   -0.060   -0.100   -0.140    E        E        E        E        E        -0.0004   -0.0006   -0.001    -0.0015   -0.002    -0.003    -0.005    -0.007    -0.0125   -0.020     -0.030     -0.050     -0.070      E          E          E          E          E        -0.002   -0.002   -0.004   -0.006     0       0       0        0        0       0       0        0        0        0        0         0.002    0.002    0.002    0.002    0.002    0.002    0.002     0.004    0.004    0.004    0.004    0.004    0.004    0.004     0.006    0.006    0.006    0.006    0.006    0.006    0.006    0.006     0.010    0.010    0.010    0.010    0.010    0.010    0.010    0.010     0.014    0.014    0.014    0.014    0.014    0.014    0.014    0.014     E        E        E        E         0.018    0.018    0.018    0.018    0.018     E        E        E        E         0.020    0.020    0.020    0.020     0.020    0.020     E        E        E        E        E         0.026    0.026    0.026    0.026    0.026     0.026     0.032     0.032     0.032     0.032     0.032      0.032     0.040     0.040     0.040     0.040      0.040     0.060     0.060     0.060     0.060      0.060
1~3                0.295    0.310     0.330     0.370     0.410     0.154    0.165    0.180     0.200     0.240     0.280     0.074    0.085    0.100     0.120     0.160     0.200     0.040    0.044    0.048     0.059     0.074     0.026    0.030    0.034     0.045     0.060     0.080      0.120      0.160     0.018     0.020     0.024     0.028     0.039    0.054     0.012    0.013    0.014     0.016     0.020      0.024     0.035     0.050     0.008    0.009    0.010     0.012     0.016     0.020     0.031     0.046     0.006    0.007    0.008     0.010     0.014      0.018      0.029      0.044     0.004    0.005    0.006    0.008    0.012    0.016    0.027    0.042     0.0008   0.0012   0.002    0.003    0.004   0.006   0.010   0.014   0.025   0.040    0.060    0.100    0.140    0.250    0.400    0.600    E        E         0.0004    0.0006    0.001     0.0015    0.002    0.003    0.005    0.007    0.0125   0.020     0.030     0.050     0.070     0.125     0.200     0.300     E         E         0.002    0.004    0.006    0.0125     0        0        0        0        0        0       0        0        -0.002   -0.002   -0.002   -0.002   -0.002   -0.002   -0.002   -0.002    -0.004   -0.004   -0.004   -0.004   -0.004   -0.004   -0.004   -0.004    -0.004    -0.006   -0.006   -0.006   -0.006   -0.006   -0.006   -0.006  -0.006    -0.010   -0.010   -0.010   -0.010   -0.010   -0.010   -0.010   -0.010    -0.014   -0.014  -0.014   -0.014   -0.014   -0.014   -0.014   -0.014     E       E       E        E        -0.018   -0.018   -0.018   -0.018   -0.018   -0.018     E        E        E        E        -0.020   -0.020   -0.020   -0.020   -0.020   -0.020     E        E        E        E        E        -0.026    -0.026   -0.026   -0.026   -0.026   -0.026    -0.032    -0.032    -0.032    -0.032    -0.032     -0.032    -0.040    -0.040   -0.040    -0.040     -0.040    -0.060    -0.060    -0.060    -0.060     -0.060    -0.270   -0.270    -0.270    -0.270    -0.270    -0.140   -0.140   -0.140    -0.140    -0.140    -0.140    -0.060   -0.060   -0.060    -0.060    -0.060    -0.034    -0.034    -0.034    -0.034    -0.034    -0.034    -0.020   -0.020   -0.020   -0.020   -0.020   -0.020    -0.020    -0.020    -0.020    -0.014   -0.014  -0.014  -0.014   -0.014   -0.014    -0.010    -0.010    -0.010    -0.010    -0.010    -0.010    -0.010    -0.010    -0.006   -0.006   -0.006   -0.006   -0.006   -0.006   -0.006   -0.006    -0.004    -0.004    -0.004    -0.004    -0.004    -0.004   -0.004    -0.004    -0.002   -0.002   -0.002   -0.002   -0.002   -0.002   -0.002   -0.002     0        0        0        0        0       0       0       0       0       0        0        0        0        0        0        0        E        E         0.0004    0.0006    0.001     0.0015    0.002     0.003     0.005     0.007     0.0125    0.020      0.030      0.050      0.070      0.125      0.200      0.300      E          E         0.002    0.004    0.006    0.008     0.002   0.003   0.004    0.006    0.010   0.014   0.025    0.040    0.060    0.100    0.140     0.004    0.005    0.006    0.008    0.012    0.016    0.027     0.006    0.007    0.008    0.010    0.014    0.018    0.029     0.008    0.009    0.010    0.012    0.016    0.020    0.031    0.046     0.012    0.013    0.014    0.016    0.020    0.024    0.035    0.050     0.016    0.017    0.018    0.020    0.024    0.028    0.039    0.054     E        E        E        E         0.022    0.024    0.028    0.032    0.043     E        E        E        E         0.024    0.026    0.030    0.034     0.045    0.060     E        E        E        E        E         0.032    0.036    0.040    0.051    0.066     0.086     0.038     0.042     0.046     0.057     0.072      0.092     0.050     0.054     0.065     0.080      0.100     0.070     0.074     0.085     0.100      0.120
1~3                0.270    0.270     0.270     0.270     0.270     0.140    0.140    0.140     0.140     0.140     0.140     0.060    0.060    0.060     0.060     0.060     0.060     0.034    0.034    0.034     0.034     0.034     0.020    0.020    0.020     0.020     0.020     0.020      0.020      0.020     0.014     0.014     0.014     0.014     0.014    0.014     0.010    0.010    0.010     0.010     0.010      0.010     0.010     0.010     0.006    0.006    0.006     0.006     0.006     0.006     0.006     0.006     0.004    0.004    0.004     0.004     0.004      0.004      0.004      0.004     0.002    0.002    0.002    0.002    0.002    0.002    0.002    0.002     0        0        0        0        0       0       0       0       0       0        0        0        0        0        0        0        E        E        -0.0004   -0.0006   -0.001    -0.0015   -0.002   -0.003   -0.005   -0.007   -0.0125  -0.020    -0.030    -0.050    -0.070    -0.125    -0.200    -0.300     E         E        -0.004   -0.006   -0.008   -0.0125    -0.002   -0.003   -0.004   -0.006   -0.010   -0.014  -0.025   -0.040    -0.004   -0.005   -0.006   -0.008   -0.012   -0.016   -0.027   -0.042    -0.006   -0.007   -0.008   -0.010   -0.014   -0.018   -0.029   -0.044    -0.064    -0.008   -0.009   -0.010   -0.012   -0.016   -0.020   -0.031  -0.046    -0.012   -0.013   -0.014   -0.016   -0.020   -0.024   -0.035   -0.050    -0.016   -0.017  -0.018   -0.020   -0.024   -0.028   -0.039   -0.054     E       E       E        E        -0.022   -0.024   -0.028   -0.032   -0.043   -0.058     E        E        E        E        -0.024   -0.026   -0.030   -0.034   -0.045   -0.060     E        E        E        E        E        -0.032    -0.036   -0.040   -0.051   -0.066   -0.086    -0.038    -0.042    -0.046    -0.057    -0.072     -0.092    -0.050    -0.054   -0.065    -0.080     -0.100    -0.070    -0.074    -0.085    -0.100     -0.120    -0.295   -0.310    -0.330    -0.370    -0.410    -0.154   -0.165   -0.180    -0.200    -0.240    -0.280    -0.074   -0.085   -0.100    -0.120    -0.160    -0.038    -0.040    -0.044    -0.048    -0.059    -0.074    -0.024   -0.026   -0.030   -0.034   -0.045   -0.060    -0.080    -0.120    -0.160    -0.018   -0.020  -0.024  -0.028   -0.039   -0.054    -0.012    -0.013    -0.014    -0.016    -0.020    -0.024    -0.035    -0.050    -0.008   -0.009   -0.010   -0.012   -0.016   -0.020   -0.031   -0.046    -0.006    -0.007    -0.008    -0.010    -0.014    -0.018   -0.029    -0.044    -0.004   -0.005   -0.006   -0.008   -0.012   -0.016   -0.027   -0.042    -0.0008  -0.0012  -0.002   -0.003   -0.004  -0.006  -0.010  -0.014  -0.025  -0.040   -0.060   -0.100   -0.140   -0.250   -0.400   -0.600    E        E        -0.0004   -0.0006   -0.001    -0.0015   -0.002    -0.003    -0.005    -0.007    -0.0125   -0.020     -0.030     -0.050     -0.070     -0.125     -0.200     -0.300      E          E        -0.002   -0.002   -0.004   -0.006     0       0       0        0        0       0       0        0        0        0        0         0.002    0.002    0.002    0.002    0.002    0.002    0.002     0.004    0.004    0.004    0.004    0.004    0.004    0.004     0.006    0.006    0.006    0.006    0.006    0.006    0.006    0.006     0.010    0.010    0.010    0.010    0.010    0.010    0.010    0.010     0.014    0.014    0.014    0.014    0.014    0.014    0.014    0.014     E        E        E        E         0.018    0.018    0.018    0.018    0.018     E        E        E        E         0.020    0.020    0.020    0.020     0.020    0.020     E        E        E        E        E         0.026    0.026    0.026    0.026    0.026     0.026     0.032     0.032     0.032     0.032     0.032      0.032     0.040     0.040     0.040     0.040      0.040     0.060     0.060     0.060     0.060      0.060
3~6                0.300    0.318     0.345     0.390     0.450     0.158    0.170    0.188     0.215     0.260     0.320     0.088    0.100    0.118     0.145     0.190     0.250     0.054    0.058    0.064     0.076     0.094     0.038    0.042    0.048     0.060     0.078     0.105      0.150      0.210     0.025     0.028     0.032     0.038     0.050    0.068     0.0165   0.018    0.019     0.022     0.026      0.032     0.044     0.062     0.0125   0.014    0.015     0.018     0.022     0.028     0.040     0.058     0.0085   0.010    0.011     0.014     0.018      0.024      0.036      0.054     0.0065   0.008    0.009    0.012    0.016    0.022    0.034    0.052     0.001    0.0015   0.0025   0.004    0.005   0.008   0.012   0.018   0.030   0.048    0.075    0.120    0.180    0.300    0.480    0.750    1.200    1.800     0.0005    0.00075   0.00125   0.002     0.0025   0.004    0.006    0.009    0.015    0.024     0.0375    0.060     0.090     0.150     0.240     0.375     0.600     0.900     0.005    0.006    0.010    0.015      0        0.0005   0        0.002    0.003    0.005   E        E        -0.003   -0.0025  -0.003   -0.001    0        0.002   -0.004   -0.004    -0.007   -0.0065  -0.007   -0.005   -0.004   -0.002    0        0         0        -0.011   -0.0105  -0.011   -0.009   -0.008   -0.012   -0.012  -0.012    -0.014   -0.0135  -0.014   -0.012   -0.011   -0.015   -0.015   -0.015    -0.018   -0.0175 -0.018   -0.016   -0.015   -0.019   -0.019   -0.019     E       E       E        E        -0.022   -0.020   -0.019   -0.023   -0.023   -0.023     E        E        E        E        -0.027   -0.025   -0.024   -0.028   -0.028   -0.028     E        E        E        E        E        -0.032    -0.031   -0.035   -0.035   -0.035   -0.035    -0.039    -0.038    -0.042    -0.042    -0.042     -0.042    -0.046    -0.050   -0.050    -0.050     -0.050    -0.076    -0.080    -0.080    -0.080     -0.080    -0.270   -0.270    -0.270    -0.270    -0.270    -0.140   -0.140   -0.140    -0.140    -0.140    -0.140    -0.070   -0.070   -0.070    -0.070    -0.070    -0.046    -0.046    -0.046    -0.046    -0.046    -0.046    -0.030   -0.030   -0.030   -0.030   -0.030   -0.030    -0.030    -0.030    -0.030    -0.020   -0.020  -0.020  -0.020   -0.020   -0.020    -0.014    -0.014    -0.014    -0.014    -0.014    -0.014    -0.014    -0.014    -0.010   -0.010   -0.010   -0.010   -0.010   -0.010   -0.010   -0.010    -0.006    -0.006    -0.006    -0.006    -0.006    -0.006   -0.006    -0.006    -0.004   -0.004   -0.004   -0.004   -0.004   -0.004   -0.004   -0.004     0        0        0        0        0       0       0       0       0       0        0        0        0        0        0        0        0        0         0.0005    0.00075   0.00125   0.002     0.0025    0.004     0.006     0.009     0.015     0.024      0.0375     0.060      0.090      0.150      0.240      0.375      0.600      0.900     0.003    0.006    0.008    E         0.0025  0.005   0.006    0.009    0.013   0.018   0.030    0.048    0.075    0.120    0.180     0.0065   0.008    0.009    0.012    0.016    0.022    0.034     0.0105   0.012    0.013    0.016    0.020    0.026    0.038     0.0145   0.016    0.017    0.020    0.024    0.030    0.042    0.060     0.0175   0.019    0.020    0.023    0.027    0.033    0.045    0.063     0.0215   0.023    0.024    0.027    0.031    0.037    0.049    0.067     E        E        E        E         0.028    0.031    0.035    0.041    0.053     E        E        E        E         0.033    0.036    0.040    0.046     0.058    0.076     E        E        E        E        E         0.043    0.047    0.053    0.065    0.083     0.110     0.050     0.054     0.060     0.072     0.090      0.117     0.062     0.068     0.080     0.098      0.125     0.092     0.098     0.110     0.128      0.155
3~6                0.270    0.270     0.270     0.270     0.270     0.140    0.140    0.140     0.140     0.140     0.140     0.070    0.070    0.070     0.070     0.070     0.070     0.046    0.046    0.046     0.046     0.046     0.030    0.030    0.030     0.030     0.030     0.030      0.030      0.030     0.020     0.020     0.020     0.020     0.020    0.020     0.014    0.014    0.014     0.014     0.014      0.014     0.014     0.014     0.010    0.010    0.010     0.010     0.010     0.010     0.010     0.010     0.006    0.006    0.006     0.006     0.006      0.006      0.006      0.006     0.004    0.004    0.004    0.004    0.004    0.004    0.004    0.004     0        0        0        0        0       0       0       0       0       0        0        0        0        0        0        0        0        0        -0.0005   -0.00075  -0.00125  -0.002    -0.0025  -0.004   -0.006   -0.009   -0.015   -0.024    -0.0375   -0.060    -0.090    -0.150    -0.240    -0.375    -0.600    -0.900    -0.003   -0.006   -0.008   -0.015     -0.0025  -0.0035  -0.005   -0.006   -0.009   -0.013   E        E        -0.0055  -0.0065  -0.008   -0.009   -0.012   -0.016   -0.034   -0.052    -0.0095  -0.0105  -0.012   -0.013   -0.016   -0.020   -0.030   -0.048    -0.075    -0.0135  -0.0145  -0.016   -0.017   -0.020   -0.030   -0.042  -0.060    -0.0165  -0.0175  -0.019   -0.020   -0.023   -0.033   -0.045   -0.063    -0.0205  -0.0215 -0.023   -0.024   -0.027   -0.037   -0.049   -0.067     E       E       E        E        -0.027   -0.028   -0.031   -0.041   -0.053   -0.071     E        E        E        E        -0.032   -0.033   -0.036   -0.046   -0.058   -0.076     E        E        E        E        E        -0.040    -0.043   -0.053   -0.065   -0.083   -0.110    -0.047    -0.050    -0.060    -0.072    -0.090     -0.117    -0.058    -0.068   -0.080    -0.098     -0.125    -0.088    -0.098    -0.110    -0.128     -0.155    -0.300   -0.318    -0.345    -0.390    -0.450    -0.158   -0.170   -0.188    -0.215    -0.260    -0.320    -0.088   -0.100   -0.118    -0.145    -0.190    -0.051    -0.054    -0.058    -0.064    -0.076    -0.094    -0.035   -0.038   -0.042   -0.048   -0.060   -0.078    -0.105    -0.150    -0.210    -0.025   -0.028  -0.032  -0.038   -0.050   -0.068    -0.0165   -0.018    -0.019    -0.022    -0.026    -0.032    -0.044    -0.062    -0.0125  -0.014   -0.015   -0.018   -0.022   -0.028   -0.040   -0.058    -0.0085   -0.010    -0.011    -0.014    -0.018    -0.024   -0.036    -0.054    -0.0065  -0.008   -0.009   -0.012   -0.016   -0.022   -0.034   -0.052    -0.001   -0.0015  -0.0025  -0.004   -0.005  -0.008  -0.012  -0.018  -0.030  -0.048   -0.075   -0.120   -0.180   -0.300   -0.480   -0.750   -1.200   -1.800    -0.0005   -0.00075  -0.00125  -0.002    -0.0025   -0.004    -0.006    -0.009    -0.015    -0.024     -0.0375    -0.060     -0.090     -0.150     -0.240     -0.375     -0.600     -0.900    -0.002   -0.002   -0.004    E         0       0       0.001    0.001    0       0       0        0        0        0        0         0.004    0.004    0.004    0.004    0.004    0.004    0.004     0.008    0.008    0.008    0.008    0.008    0.008    0.008     0.012    0.012    0.012    0.012    0.012    0.012    0.012    0.012     0.015    0.015    0.015    0.015    0.015    0.015    0.015    0.015     0.019    0.019    0.019    0.019    0.019    0.019    0.019    0.019     E        E        E        E         0.023    0.023    0.023    0.023    0.023     E        E        E        E         0.028    0.028    0.028    0.028     0.028    0.028     E        E        E        E        E         0.035    0.035    0.035    0.035    0.035     0.035     0.042     0.042     0.042     0.042     0.042      0.042     0.050     0.050     0.050     0.050      0.050     0.080     0.080     0.080     0.080      0.080
6~10               0.316    0.338     0.370     0.430     0.500     0.172    0.186    0.208     0.240     0.300     0.370     0.102    0.116    0.138     0.170     0.230     0.300     0.065    0.071    0.078     0.092     0.114     0.049    0.055    0.062     0.076     0.098     0.130      0.190      0.260     0.031     0.034     0.040     0.047     0.061    0.083     0.0205   0.022    0.024     0.027     0.033      0.040     0.054     0.076     0.0155   0.017    0.019     0.022     0.028     0.035     0.049     0.071     0.0105   0.012    0.014     0.017     0.023      0.030      0.044      0.066     0.0075   0.009    0.011    0.014    0.020    0.027    0.041    0.063     0.001    0.0015   0.0025   0.004    0.006   0.009   0.015   0.022   0.036   0.058    0.090    0.150    0.220    0.360    0.580    0.900    1.500    2.200     0.0005    0.00075   0.00125   0.002     0.003    0.0045   0.0075   0.011    0.018    0.029     0.045     0.075     0.110     0.180     0.290     0.450     0.750     1.100     0.005    0.008    0.012    0.018      0        0.0005   0.001    0.002    0.005    0.006   E        E        -0.005   -0.0045  -0.004   -0.003    0        0.001   -0.006   -0.006    -0.009   -0.0085  -0.008   -0.007   -0.004   -0.003    0        0         0        -0.014   -0.0135  -0.013   -0.012   -0.009   -0.015   -0.015  -0.015    -0.018   -0.0175  -0.017   -0.016   -0.013   -0.019   -0.019   -0.019    -0.022   -0.0215 -0.021   -0.020   -0.017   -0.023   -0.023   -0.023     E       E       E        E        -0.026   -0.025   -0.022   -0.028   -0.028   -0.028     E        E        E        E        -0.032   -0.031   -0.028   -0.034   -0.034   -0.034     E        E        E        E        E        -0.039    -0.036   -0.042   -0.042   -0.042   -0.042    -0.049    -0.046    -0.052    -0.052    -0.052     -0.052    -0.061    -0.067   -0.067    -0.067     -0.067    -0.091    -0.097    -0.097    -0.097     -0.097    -0.280   -0.280    -0.280    -0.280    -0.280    -0.150   -0.150   -0.150    -0.150    -0.150    -0.150    -0.080   -0.080   -0.080    -0.080    -0.080    -0.056    -0.056    -0.056    -0.056    -0.056    -0.056    -0.040   -0.040   -0.040   -0.040   -0.040   -0.040    -0.040    -0.040    -0.040    -0.025   -0.025  -0.025  -0.025   -0.025   -0.025    -0.018    -0.018    -0.018    -0.018    -0.018    -0.018    -0.018    -0.018    -0.013   -0.013   -0.013   -0.013   -0.013   -0.013   -0.013   -0.013    -0.008    -0.008    -0.008    -0.008    -0.008    -0.008   -0.008    -0.008    -0.005   -0.005   -0.005   -0.005   -0.005   -0.005   -0.005   -0.005     0        0        0        0        0       0       0       0       0       0        0        0        0        0        0        0        0        0         0.0005    0.00075   0.00125   0.002     0.003     0.0045    0.0075    0.011     0.018     0.029      0.045      0.075      0.110      0.180      0.290      0.450      0.750      1.100     0.004    0.007    0.010    E         0.0025  0.005   0.007    0.010    0.016   0.022   0.036    0.058    0.090    0.150    0.220     0.0085   0.010    0.012    0.015    0.021    0.028    0.042     0.0125   0.014    0.016    0.019    0.025    0.032    0.046     0.0175   0.019    0.021    0.024    0.030    0.037    0.051    0.073     0.0215   0.023    0.025    0.028    0.034    0.041    0.055    0.077     0.0255   0.027    0.029    0.032    0.038    0.045    0.059    0.081     E        E        E        E         0.034    0.037    0.043    0.050    0.064     E        E        E        E         0.040    0.043    0.049    0.056     0.070    0.092     E        E        E        E        E         0.051    0.057    0.064    0.078    0.100     0.132     0.061     0.067     0.074     0.088     0.110      0.142     0.082     0.089     0.103     0.125      0.157     0.112     0.119     0.133     0.155      0.187
